store_id,item_id,wm_yr_wk,sell_price
CA_1,FOODS_1_003,202514,13.43
CA_1,FOODS_1_003,202515,13.43
CA_1,FOODS_1_003,202516,13.43
CA_1,FOODS_1_003,202517,14.11
CA_1,FOODS_1_003,202518,12.76
CA_1,FOODS_1_003,202519,12.76
CA_1,FOODS_1_003,202520,13.43
CA_1,FOODS_1_003,202521,14.11
CA_1,FOODS_1_003,202522,13.43
CA_1,FOODS_1_003,202523,13.43
CA_1,FOODS_1_003,202524,13.43
CA_1,FOODS_1_003,202525,13.43
CA_1,FOODS_1_003,202526,13.43
CA_1,FOODS_1_003,202527,13.43
CA_1,FOODS_1_003,202528,13.43
CA_1,FOODS_1_003,202529,12.09
CA_1,FOODS_1_003,202530,14.11
CA_1,FOODS_1_003,202531,12.76
CA_1,FOODS_1_003,202532,13.43
CA_1,FOODS_1_003,202533,13.43
CA_1,FOODS_1_003,202534,13.43
CA_1,FOODS_1_003,202535,13.43
CA_1,FOODS_1_003,202536,12.09
CA_1,FOODS_1_003,202537,12.76
CA_1,FOODS_1_003,202538,13.43
CA_1,FOODS_1_003,202539,13.43
CA_1,FOODS_1_003,202540,13.43
CA_1,FOODS_1_003,202541,14.11
CA_1,FOODS_1_003,202542,13.43
CA_1,FOODS_1_003,202543,13.43
CA_1,FOODS_1_003,202544,13.43
CA_1,FOODS_1_003,202545,12.76
CA_1,FOODS_1_003,202546,13.43
CA_1,FOODS_1_003,202547,13.43
CA_1,FOODS_1_003,202548,12.09
CA_1,FOODS_1_003,202549,13.43
CA_1,FOODS_1_003,202550,13.43
CA_1,FOODS_1_003,202551,14.11
CA_1,FOODS_1_003,202552,13.43
CA_1,FOODS_1_003,202501,13.43
CA_1,FOODS_1_003,202601,12.76
CA_1,FOODS_1_003,202602,13.43
CA_1,FOODS_1_003,202603,13.43
CA_1,FOODS_1_003,202604,13.43
CA_1,FOODS_1_003,202605,13.43
CA_1,FOODS_1_004,202505,15.46
CA_1,FOODS_1_004,202506,13.92
CA_1,FOODS_1_004,202507,13.92
CA_1,FOODS_1_004,202508,14.69
CA_1,FOODS_1_004,202509,14.69
CA_1,FOODS_1_004,202510,16.24
CA_1,FOODS_1_004,202511,13.92
CA_1,FOODS_1_004,202512,15.46
CA_1,FOODS_1_004,202513,15.46
CA_1,FOODS_1_004,202514,15.46
CA_1,FOODS_1_004,202515,15.46
CA_1,FOODS_1_004,202516,13.92
CA_1,FOODS_1_004,202517,15.46
CA_1,FOODS_1_004,202518,14.69
CA_1,FOODS_1_004,202519,15.46
CA_1,FOODS_1_004,202520,15.46
CA_1,FOODS_1_004,202521,16.24
CA_1,FOODS_1_004,202522,15.46
CA_1,FOODS_1_004,202523,13.92
CA_1,FOODS_1_004,202524,15.46
CA_1,FOODS_1_004,202525,15.46
CA_1,FOODS_1_004,202526,13.92
CA_1,FOODS_1_004,202527,14.69
CA_1,FOODS_1_004,202528,14.69
CA_1,FOODS_1_004,202529,15.46
CA_1,FOODS_1_004,202530,14.69
CA_1,FOODS_1_004,202531,15.46
CA_1,FOODS_1_004,202532,15.46
CA_1,FOODS_1_004,202533,16.24
CA_1,FOODS_1_004,202534,15.46
CA_1,FOODS_1_004,202535,15.46
CA_1,FOODS_1_004,202536,15.46
CA_1,FOODS_1_004,202537,14.69
CA_1,FOODS_1_004,202538,15.46
CA_1,FOODS_1_004,202539,14.69
CA_1,FOODS_1_004,202540,15.46
CA_1,FOODS_1_004,202541,15.46
CA_1,FOODS_1_004,202542,16.24
CA_1,FOODS_1_004,202543,15.46
CA_1,FOODS_1_004,202544,16.24
CA_1,FOODS_1_004,202545,15.46
CA_1,FOODS_1_004,202546,15.46
CA_1,FOODS_1_004,202547,15.46
CA_1,FOODS_1_004,202548,15.46
CA_1,FOODS_1_004,202549,15.46
CA_1,FOODS_1_004,202550,14.69
CA_1,FOODS_1_004,202551,15.46
CA_1,FOODS_1_004,202552,16.24
CA_1,FOODS_1_004,202501,15.46
CA_1,FOODS_1_004,202601,15.46
CA_1,FOODS_1_004,202602,15.46
CA_1,FOODS_1_004,202603,15.46
CA_1,FOODS_1_004,202604,15.46
CA_1,FOODS_1_004,202605,15.46
CA_1,FOODS_1_005,202505,11.74
CA_1,FOODS_1_005,202506,12.36
CA_1,FOODS_1_005,202507,12.36
CA_1,FOODS_1_005,202508,12.36
CA_1,FOODS_1_005,202509,12.36
CA_1,FOODS_1_005,202510,12.36
CA_1,FOODS_1_005,202511,12.36
CA_1,FOODS_1_005,202512,11.74
CA_1,FOODS_1_005,202513,12.36
CA_1,FOODS_1_005,202514,11.74
CA_1,FOODS_1_005,202515,12.98
CA_1,FOODS_1_005,202516,12.36
CA_1,FOODS_1_005,202517,12.36
CA_1,FOODS_1_005,202518,11.12
CA_1,FOODS_1_005,202519,12.36
CA_1,FOODS_1_005,202520,12.36
CA_1,FOODS_1_005,202521,11.74
CA_1,FOODS_1_005,202522,11.74
CA_1,FOODS_1_005,202523,12.36
CA_1,FOODS_1_005,202524,12.36
CA_1,FOODS_1_005,202525,12.36
CA_1,FOODS_1_005,202526,11.74
CA_1,FOODS_1_005,202527,12.36
CA_1,FOODS_1_005,202528,12.36
CA_1,FOODS_1_005,202529,12.36
CA_1,FOODS_1_005,202530,12.36
CA_1,FOODS_1_005,202531,11.12
CA_1,FOODS_1_005,202532,11.12
CA_1,FOODS_1_005,202533,11.12
CA_1,FOODS_1_005,202534,12.36
CA_1,FOODS_1_005,202535,12.36
CA_1,FOODS_1_005,202536,12.36
CA_1,FOODS_1_005,202537,12.36
CA_1,FOODS_1_005,202538,11.74
CA_1,FOODS_1_005,202539,12.36
CA_1,FOODS_1_005,202540,12.36
CA_1,FOODS_1_005,202541,12.36
CA_1,FOODS_1_005,202542,12.36
CA_1,FOODS_1_005,202543,12.36
CA_1,FOODS_1_005,202544,12.36
CA_1,FOODS_1_005,202545,12.36
CA_1,FOODS_1_005,202546,12.36
CA_1,FOODS_1_005,202547,12.36
CA_1,FOODS_1_005,202548,12.36
CA_1,FOODS_1_005,202549,11.74
CA_1,FOODS_1_005,202550,12.36
CA_1,FOODS_1_005,202551,11.74
CA_1,FOODS_1_005,202552,12.36
CA_1,FOODS_1_005,202501,11.12
CA_1,FOODS_1_005,202601,12.36
CA_1,FOODS_1_005,202602,12.98
CA_1,FOODS_1_005,202603,12.36
CA_1,FOODS_1_005,202604,12.36
CA_1,FOODS_1_005,202605,12.36
CA_1,FOODS_1_006,202505,22.6
CA_1,FOODS_1_006,202506,20.34
CA_1,FOODS_1_006,202507,21.47
CA_1,FOODS_1_006,202508,21.47
CA_1,FOODS_1_006,202509,22.6
CA_1,FOODS_1_006,202510,22.6
CA_1,FOODS_1_006,202511,20.34
CA_1,FOODS_1_006,202512,21.47
CA_1,FOODS_1_006,202513,20.34
CA_1,FOODS_1_006,202514,21.47
CA_1,FOODS_1_006,202515,21.47
CA_1,FOODS_1_006,202516,22.6
CA_1,FOODS_1_006,202517,22.6
CA_1,FOODS_1_006,202518,21.47
CA_1,FOODS_1_006,202519,22.6
CA_1,FOODS_1_006,202520,22.6
CA_1,FOODS_1_006,202521,22.6
CA_1,FOODS_1_006,202522,20.34
CA_1,FOODS_1_006,202523,22.6
CA_1,FOODS_1_006,202524,22.6
CA_1,FOODS_1_006,202525,22.6
CA_1,FOODS_1_006,202526,22.6
CA_1,FOODS_1_006,202527,22.6
CA_1,FOODS_1_006,202528,21.47
CA_1,FOODS_1_006,202529,22.6
CA_1,FOODS_1_006,202530,22.6
CA_1,FOODS_1_006,202531,22.6
CA_1,FOODS_1_006,202532,22.6
CA_1,FOODS_1_006,202533,22.6
CA_1,FOODS_1_006,202534,22.6
CA_1,FOODS_1_006,202535,21.47
CA_1,FOODS_1_006,202536,21.47
CA_1,FOODS_1_006,202537,22.6
CA_1,FOODS_1_006,202538,21.47
CA_1,FOODS_1_006,202539,22.6
CA_1,FOODS_1_006,202540,22.6
CA_1,FOODS_1_006,202541,20.34
CA_1,FOODS_1_006,202542,22.6
CA_1,FOODS_1_006,202543,22.6
CA_1,FOODS_1_006,202544,22.6
CA_1,FOODS_1_006,202545,23.73
CA_1,FOODS_1_006,202546,21.47
CA_1,FOODS_1_006,202547,23.73
CA_1,FOODS_1_006,202548,22.6
CA_1,FOODS_1_006,202549,22.6
CA_1,FOODS_1_006,202550,20.34
CA_1,FOODS_1_006,202551,21.47
CA_1,FOODS_1_006,202552,20.34
CA_1,FOODS_1_006,202501,22.6
CA_1,FOODS_1_006,202601,22.6
CA_1,FOODS_1_006,202602,23.73
CA_1,FOODS_1_006,202603,22.6
CA_1,FOODS_1_006,202604,22.6
CA_1,FOODS_1_006,202605,21.47
CA_1,FOODS_1_007,202505,4.81
CA_1,FOODS_1_007,202506,4.81
CA_1,FOODS_1_007,202507,4.81
CA_1,FOODS_1_007,202508,4.81
CA_1,FOODS_1_007,202509,4.81
CA_1,FOODS_1_007,202510,4.81
CA_1,FOODS_1_007,202511,4.81
CA_1,FOODS_1_007,202512,4.33
CA_1,FOODS_1_007,202513,4.81
CA_1,FOODS_1_007,202514,4.81
CA_1,FOODS_1_007,202515,4.81
CA_1,FOODS_1_007,202516,4.81
CA_1,FOODS_1_007,202517,4.81
CA_1,FOODS_1_007,202518,4.81
CA_1,FOODS_1_007,202519,4.81
CA_1,FOODS_1_007,202520,4.81
CA_1,FOODS_1_007,202521,5.05
CA_1,FOODS_1_007,202522,4.81
CA_1,FOODS_1_007,202523,4.81
CA_1,FOODS_1_007,202524,4.81
CA_1,FOODS_1_007,202525,4.81
CA_1,FOODS_1_007,202526,4.33
CA_1,FOODS_1_007,202527,4.81
CA_1,FOODS_1_007,202528,4.81
CA_1,FOODS_1_007,202529,4.81
CA_1,FOODS_1_007,202530,4.81
CA_1,FOODS_1_007,202531,4.81
CA_1,FOODS_1_007,202532,4.81
CA_1,FOODS_1_007,202533,4.81
CA_1,FOODS_1_007,202534,4.81
CA_1,FOODS_1_007,202535,4.57
CA_1,FOODS_1_007,202536,4.81
CA_1,FOODS_1_007,202537,4.81
CA_1,FOODS_1_007,202538,4.81
CA_1,FOODS_1_007,202539,4.81
CA_1,FOODS_1_007,202540,4.81
CA_1,FOODS_1_007,202541,4.81
CA_1,FOODS_1_007,202542,4.81
CA_1,FOODS_1_007,202543,4.81
CA_1,FOODS_1_007,202544,4.81
CA_1,FOODS_1_007,202545,4.81
CA_1,FOODS_1_007,202546,4.81
CA_1,FOODS_1_007,202547,5.05
CA_1,FOODS_1_007,202548,4.81
CA_1,FOODS_1_007,202549,4.81
CA_1,FOODS_1_007,202550,4.81
CA_1,FOODS_1_007,202551,4.81
CA_1,FOODS_1_007,202552,4.81
CA_1,FOODS_1_007,202501,4.81
CA_1,FOODS_1_007,202601,5.05
CA_1,FOODS_1_007,202602,4.81
CA_1,FOODS_1_007,202603,4.81
CA_1,FOODS_1_007,202604,4.81
CA_1,FOODS_1_007,202605,5.05
CA_1,FOODS_1_008,202505,22.59
CA_1,FOODS_1_008,202506,22.59
CA_1,FOODS_1_008,202507,22.59
CA_1,FOODS_1_008,202508,22.59
CA_1,FOODS_1_008,202509,22.59
CA_1,FOODS_1_008,202510,22.59
CA_1,FOODS_1_008,202511,22.59
CA_1,FOODS_1_008,202512,22.59
CA_1,FOODS_1_008,202513,22.59
CA_1,FOODS_1_008,202514,22.59
CA_1,FOODS_1_008,202515,23.72
CA_1,FOODS_1_008,202516,22.59
CA_1,FOODS_1_008,202517,22.59
CA_1,FOODS_1_008,202518,22.59
CA_1,FOODS_1_008,202519,22.59
CA_1,FOODS_1_008,202520,20.33
CA_1,FOODS_1_008,202521,20.33
CA_1,FOODS_1_008,202522,22.59
CA_1,FOODS_1_008,202523,20.33
CA_1,FOODS_1_008,202524,21.46
CA_1,FOODS_1_008,202525,21.46
CA_1,FOODS_1_008,202526,22.59
CA_1,FOODS_1_008,202527,22.59
CA_1,FOODS_1_008,202528,23.72
CA_1,FOODS_1_008,202529,20.33
CA_1,FOODS_1_008,202530,22.59
CA_1,FOODS_1_008,202531,20.33
CA_1,FOODS_1_008,202532,22.59
CA_1,FOODS_1_008,202533,22.59
CA_1,FOODS_1_008,202534,22.59
CA_1,FOODS_1_008,202535,23.72
CA_1,FOODS_1_008,202536,22.59
CA_1,FOODS_1_008,202537,23.72
CA_1,FOODS_1_008,202538,21.46
CA_1,FOODS_1_008,202539,23.72
CA_1,FOODS_1_008,202540,22.59
CA_1,FOODS_1_008,202541,22.59
CA_1,FOODS_1_008,202542,20.33
CA_1,FOODS_1_008,202543,22.59
CA_1,FOODS_1_008,202544,22.59
CA_1,FOODS_1_008,202545,23.72
CA_1,FOODS_1_008,202546,21.46
CA_1,FOODS_1_008,202547,22.59
CA_1,FOODS_1_008,202548,22.59
CA_1,FOODS_1_008,202549,21.46
CA_1,FOODS_1_008,202550,22.59
CA_1,FOODS_1_008,202551,23.72
CA_1,FOODS_1_008,202552,22.59
CA_1,FOODS_1_008,202501,23.72
CA_1,FOODS_1_008,202601,21.46
CA_1,FOODS_1_008,202602,22.59
CA_1,FOODS_1_008,202603,22.59
CA_1,FOODS_1_008,202604,22.59
CA_1,FOODS_1_008,202605,22.59
CA_1,FOODS_1_009,202505,6.94
CA_1,FOODS_1_009,202506,7.3
CA_1,FOODS_1_009,202507,7.3
CA_1,FOODS_1_009,202508,7.3
CA_1,FOODS_1_009,202509,7.67
CA_1,FOODS_1_009,202510,6.94
CA_1,FOODS_1_009,202511,6.57
CA_1,FOODS_1_009,202512,6.57
CA_1,FOODS_1_009,202513,6.57
CA_1,FOODS_1_009,202514,7.3
CA_1,FOODS_1_009,202515,7.67
CA_1,FOODS_1_009,202516,6.57
CA_1,FOODS_1_009,202517,7.67
CA_1,FOODS_1_009,202518,7.3
CA_1,FOODS_1_009,202519,7.67
CA_1,FOODS_1_009,202520,7.3
CA_1,FOODS_1_009,202521,7.67
CA_1,FOODS_1_009,202522,7.3
CA_1,FOODS_1_009,202523,7.3
CA_1,FOODS_1_009,202524,7.67
CA_1,FOODS_1_009,202525,7.3
CA_1,FOODS_1_009,202526,7.67
CA_1,FOODS_1_009,202527,7.3
CA_1,FOODS_1_009,202528,7.67
CA_1,FOODS_1_009,202529,7.3
CA_1,FOODS_1_009,202530,6.57
CA_1,FOODS_1_009,202531,7.3
CA_1,FOODS_1_009,202532,7.3
CA_1,FOODS_1_009,202533,7.3
CA_1,FOODS_1_009,202534,7.3
CA_1,FOODS_1_009,202535,6.57
CA_1,FOODS_1_009,202536,7.3
CA_1,FOODS_1_009,202537,7.67
CA_1,FOODS_1_009,202538,7.3
CA_1,FOODS_1_009,202539,6.57
CA_1,FOODS_1_009,202540,7.3
CA_1,FOODS_1_009,202541,7.3
CA_1,FOODS_1_009,202542,7.3
CA_1,FOODS_1_009,202543,7.67
CA_1,FOODS_1_009,202544,7.3
CA_1,FOODS_1_009,202545,7.3
CA_1,FOODS_1_009,202546,7.3
CA_1,FOODS_1_009,202547,6.57
CA_1,FOODS_1_009,202548,6.94
CA_1,FOODS_1_009,202549,6.57
CA_1,FOODS_1_009,202550,7.3
CA_1,FOODS_1_009,202551,6.57
CA_1,FOODS_1_009,202552,7.3
CA_1,FOODS_1_009,202501,7.67
CA_1,FOODS_1_009,202601,7.3
CA_1,FOODS_1_009,202602,7.3
CA_1,FOODS_1_009,202603,7.3
CA_1,FOODS_1_009,202604,7.3
CA_1,FOODS_1_009,202605,7.3
CA_1,FOODS_1_010,202505,2.44
CA_1,FOODS_1_010,202506,2.44
CA_1,FOODS_1_010,202507,2.44
CA_1,FOODS_1_010,202508,2.44
CA_1,FOODS_1_010,202509,2.31
CA_1,FOODS_1_010,202510,2.56
CA_1,FOODS_1_010,202511,2.44
CA_1,FOODS_1_010,202512,2.44
CA_1,FOODS_1_010,202513,2.44
CA_1,FOODS_1_010,202514,2.44
CA_1,FOODS_1_010,202515,2.19
CA_1,FOODS_1_010,202516,2.44
CA_1,FOODS_1_010,202517,2.31
CA_1,FOODS_1_010,202518,2.44
CA_1,FOODS_1_010,202519,2.44
CA_1,FOODS_1_010,202520,2.44
CA_1,FOODS_1_010,202521,2.44
CA_1,FOODS_1_010,202522,2.44
CA_1,FOODS_1_010,202523,2.44
CA_1,FOODS_1_010,202524,2.44
CA_1,FOODS_1_010,202525,2.56
CA_1,FOODS_1_010,202526,2.44
CA_1,FOODS_1_010,202527,2.44
CA_1,FOODS_1_010,202528,2.44
CA_1,FOODS_1_010,202529,2.44
CA_1,FOODS_1_010,202530,2.44
CA_1,FOODS_1_010,202531,2.44
CA_1,FOODS_1_010,202532,2.19
CA_1,FOODS_1_010,202533,2.44
CA_1,FOODS_1_010,202534,2.44
CA_1,FOODS_1_010,202535,2.44
CA_1,FOODS_1_010,202536,2.44
CA_1,FOODS_1_010,202537,2.44
CA_1,FOODS_1_010,202538,2.44
CA_1,FOODS_1_010,202539,2.56
CA_1,FOODS_1_010,202540,2.56
CA_1,FOODS_1_010,202541,2.44
CA_1,FOODS_1_010,202542,2.44
CA_1,FOODS_1_010,202543,2.44
CA_1,FOODS_1_010,202544,2.44
CA_1,FOODS_1_010,202545,2.44
CA_1,FOODS_1_010,202546,2.44
CA_1,FOODS_1_010,202547,2.44
CA_1,FOODS_1_010,202548,2.44
CA_1,FOODS_1_010,202549,2.44
CA_1,FOODS_1_010,202550,2.44
CA_1,FOODS_1_010,202551,2.31
CA_1,FOODS_1_010,202552,2.44
CA_1,FOODS_1_010,202501,2.44
CA_1,FOODS_1_010,202601,2.44
CA_1,FOODS_1_010,202602,2.44
CA_1,FOODS_1_010,202603,2.44
CA_1,FOODS_1_010,202604,2.56
CA_1,FOODS_1_010,202605,2.44
CA_1,HOBBIES_2_001,202505,24.84
CA_1,HOBBIES_2_001,202506,27.59
CA_1,HOBBIES_2_001,202507,27.59
CA_1,HOBBIES_2_001,202508,27.59
CA_1,HOBBIES_2_001,202509,27.59
CA_1,HOBBIES_2_001,202510,28.97
CA_1,HOBBIES_2_001,202511,26.22
CA_1,HOBBIES_2_001,202512,27.59
CA_1,HOBBIES_2_001,202513,27.59
CA_1,HOBBIES_2_001,202514,27.59
CA_1,HOBBIES_2_001,202515,27.59
CA_1,HOBBIES_2_001,202516,26.22
CA_1,HOBBIES_2_001,202517,27.59
CA_1,HOBBIES_2_001,202518,27.59
CA_1,HOBBIES_2_001,202519,27.59
CA_1,HOBBIES_2_001,202520,27.59
CA_1,HOBBIES_2_001,202521,27.59
CA_1,HOBBIES_2_001,202522,27.59
CA_1,HOBBIES_2_001,202523,27.59
CA_1,HOBBIES_2_001,202524,27.59
CA_1,HOBBIES_2_001,202525,27.59
CA_1,HOBBIES_2_001,202526,27.59
CA_1,HOBBIES_2_001,202527,27.59
CA_1,HOBBIES_2_001,202528,27.59
CA_1,HOBBIES_2_001,202529,27.59
CA_1,HOBBIES_2_001,202530,28.97
CA_1,HOBBIES_2_001,202531,27.59
CA_1,HOBBIES_2_001,202532,27.59
CA_1,HOBBIES_2_001,202533,26.22
CA_1,HOBBIES_2_001,202534,27.59
CA_1,HOBBIES_2_001,202535,27.59
CA_1,HOBBIES_2_001,202536,24.84
CA_1,HOBBIES_2_001,202537,26.22
CA_1,HOBBIES_2_001,202538,27.59
CA_1,HOBBIES_2_001,202539,27.59
CA_1,HOBBIES_2_001,202540,27.59
CA_1,HOBBIES_2_001,202541,27.59
CA_1,HOBBIES_2_001,202542,27.59
CA_1,HOBBIES_2_001,202543,27.59
CA_1,HOBBIES_2_001,202544,27.59
CA_1,HOBBIES_2_001,202545,27.59
CA_1,HOBBIES_2_001,202546,27.59
CA_1,HOBBIES_2_001,202547,28.97
CA_1,HOBBIES_2_001,202548,26.22
CA_1,HOBBIES_2_001,202549,27.59
CA_1,HOBBIES_2_001,202550,28.97
CA_1,HOBBIES_2_001,202551,27.59
CA_1,HOBBIES_2_001,202552,27.59
CA_1,HOBBIES_2_001,202501,27.59
CA_1,HOBBIES_2_001,202601,28.97
CA_1,HOBBIES_2_001,202602,27.59
CA_1,HOBBIES_2_001,202603,27.59
CA_1,HOBBIES_2_001,202604,27.59
CA_1,HOBBIES_2_001,202605,27.59
CA_1,HOBBIES_2_002,202505,21.09
CA_1,HOBBIES_2_002,202506,21.09
CA_1,HOBBIES_2_002,202507,21.09
CA_1,HOBBIES_2_002,202508,21.09
CA_1,HOBBIES_2_002,202509,22.15
CA_1,HOBBIES_2_002,202510,21.09
CA_1,HOBBIES_2_002,202511,21.09
CA_1,HOBBIES_2_002,202512,21.09
CA_1,HOBBIES_2_002,202513,21.09
CA_1,HOBBIES_2_002,202514,21.09
CA_1,HOBBIES_2_002,202515,18.98
CA_1,HOBBIES_2_002,202516,22.15
CA_1,HOBBIES_2_002,202517,21.09
CA_1,HOBBIES_2_002,202518,21.09
CA_1,HOBBIES_2_002,202519,21.09
CA_1,HOBBIES_2_002,202520,21.09
CA_1,HOBBIES_2_002,202521,21.09
CA_1,HOBBIES_2_002,202522,21.09
CA_1,HOBBIES_2_002,202523,21.09
CA_1,HOBBIES_2_002,202524,21.09
CA_1,HOBBIES_2_002,202525,21.09
CA_1,HOBBIES_2_002,202526,21.09
CA_1,HOBBIES_2_002,202527,20.04
CA_1,HOBBIES_2_002,202528,21.09
CA_1,HOBBIES_2_002,202529,21.09
CA_1,HOBBIES_2_002,202530,21.09
CA_1,HOBBIES_2_002,202531,22.15
CA_1,HOBBIES_2_002,202532,21.09
CA_1,HOBBIES_2_002,202533,18.98
CA_1,HOBBIES_2_002,202534,21.09
CA_1,HOBBIES_2_002,202535,20.04
CA_1,HOBBIES_2_002,202536,21.09
CA_1,HOBBIES_2_002,202537,18.98
CA_1,HOBBIES_2_002,202538,21.09
CA_1,HOBBIES_2_002,202539,21.09
CA_1,HOBBIES_2_002,202540,22.15
CA_1,HOBBIES_2_002,202541,21.09
CA_1,HOBBIES_2_002,202542,21.09
CA_1,HOBBIES_2_002,202543,21.09
CA_1,HOBBIES_2_002,202544,21.09
CA_1,HOBBIES_2_002,202545,21.09
CA_1,HOBBIES_2_002,202546,21.09
CA_1,HOBBIES_2_002,202547,21.09
CA_1,HOBBIES_2_002,202548,21.09
CA_1,HOBBIES_2_002,202549,21.09
CA_1,HOBBIES_2_002,202550,21.09
CA_1,HOBBIES_2_002,202551,21.09
CA_1,HOBBIES_2_002,202552,21.09
CA_1,HOBBIES_2_002,202501,21.09
CA_1,HOBBIES_2_002,202601,22.15
CA_1,HOBBIES_2_002,202602,18.98
CA_1,HOBBIES_2_002,202603,21.09
CA_1,HOBBIES_2_002,202604,22.15
CA_1,HOBBIES_2_002,202605,22.15
CA_1,HOBBIES_2_003,202505,7.52
CA_1,HOBBIES_2_003,202506,7.52
CA_1,HOBBIES_2_003,202507,7.52
CA_1,HOBBIES_2_003,202508,6.77
CA_1,HOBBIES_2_003,202509,7.89
